14	4610782	20130619
14	3145211	20130623
16	1397840	20130525
16	1378859	20130526
16	1851952	20130527
16	1770563	20130528
16	1482852	20130529
16	361492	20130530
16	1430616	20130531
16	338946	20130601
16	1189167	20130602
16	596451	20130603
16	2046807	20130604
16	454618	20130605
16	291665	20130606
16	1555438	20130607
16	370239	20130608
16	482794	20130609
16	1476888	20130610
16	347903	20130611
16	681979	20130612
16	183900	20130613
16	1606900	20130614
16	403886	20130615
16	467806	20130616
16	2506318	20130617
16	1162773	20130618
16	3214276	20130619
16	1675670	20130623
17	1271886	20130525
17	1209709	20130526
17	1656895	20130527
17	1531938	20130528
17	1297144	20130529
17	314977	20130530
17	1250649	20130531
17	265843	20130601
17	1019305	20130602
17	489310	20130603
17	1820675	20130604
17	329473	20130605
17	223947	20130606
17	1390160	20130607
17	296901	20130608
17	376341	20130609
17	1264221	20130610
17	289736	20130611
17	570790	20130612
17	143873	20130613
17	1422232	20130614
17	322007	20130615
17	355745	20130616
17	1947448	20130617
17	611849	20130618
17	2456830	20130619
17	754819	20130623
18	1277242	20130525
18	1206799	20130526
18	1660657	20130527
18	1550519	20130528
18	1294926	20130529
18	315312	20130530
18	1259438	20130531
18	268931	20130601
18	1022533	20130602
18	491026	20130603
18	1822104	20130604
18	330061	20130605
18	225132	20130606
18	1394722	20130607
18	297892	20130608
18	377644	20130609
18	1267215	20130610
18	291931	20130611
18	568523	20130612
18	144453	20130613
18	1427111	20130614
18	321733	20130615
18	355263	20130616
18	1953796	20130617
18	613165	20130618
18	2468977	20130619
18	757552	20130623
19	1211316	20130525
19	1155658	20130526
19	1573049	20130527
19	1502690	20130528
19	1240643	20130529
19	311259	20130530
19	1163258	20130531
19	262106	20130601
19	968497	20130602
19	484215	20130603
19	1732328	20130604
19	325850	20130605
19	223964	20130606
19	1303954	20130607
19	290587	20130608
19	365968	20130609
19	1212714	20130610
19	282161	20130611
19	552067	20130612
19	141057	20130613
19	1389977	20130614
19	318996	20130615
19	354305	20130616
19	1903721	20130617
19	607203	20130618
19	2416626	20130619
19	756642	20130623
6	650996	20130525
6	1037255	20130526
6	662303	20130527
6	502534	20130528
6	617394	20130529
6	487734	20130530
6	704226	20130531
6	452770	20130601
6	1130659	20130602
6	561751	20130603
6	399435	20130604
6	352940	20130605
6	247111	20130606
6	252641	20130607
6	259538	20130608
6	463790	20130609
6	483721	20130610
6	429894	20130611
6	443931	20130612
6	377553	20130613
6	329945	20130614
6	276599	20130615
6	403488	20130616
6	2702725	20130617
6	2613280	20130618
6	3608165	20130619
6	3781066	20130623
7	531000	20130525
7	838951	20130526
7	548452	20130527
7	396142	20130528
7	531157	20130529
7	409095	20130530
7	595331	20130531
7	368375	20130601
7	962072	20130602
7	447025	20130603
7	316429	20130604
7	226798	20130605
7	168806	20130606
7	189619	20130607
7	194114	20130608
7	333190	20130609
7	387810	20130610
7	324563	20130611
7	360301	20130612
7	272056	20130613
7	245772	20130614
7	192709	20130615
7	286645	20130616
7	1115125	20130617
7	1089227	20130618
7	1691669	20130619
7	1668929	20130623
8	530307	20130525
8	835873	20130526
8	547900	20130527
8	396862	20130528
8	530469	20130529
8	409464	20130530
8	600848	20130531
8	369902	20130601
8	962878	20130602
8	447603	20130603
8	316313	20130604
8	227738	20130605
8	169226	20130606
8	190363	20130607
8	193646	20130608
8	333344	20130609
8	388735	20130610
8	324130	20130611
8	360586	20130612
8	273033	20130613
8	246266	20130614
8	194587	20130615
8	286766	20130616
8	1119247	20130617
8	1087576	20130618
8	1684349	20130619
8	1670102	20130623
9	528458	20130525
9	837970	20130526
9	548807	20130527
9	390599	20130528
9	530034	20130529
9	408632	20130530
9	598248	20130531
9	368951	20130601
9	962924	20130602
9	448292	20130603
9	317537	20130604
9	228320	20130605
9	168527	20130606
9	190144	20130607
9	193768	20130608
9	331581	20130609
9	387636	20130610
9	324243	20130611
9	360802	20130612
9	271608	20130613
9	245226	20130614
9	193553	20130615
9	286344	20130616
9	1119619	20130617
9	1089870	20130618
9	1685546	20130619
9	1671910	20130623
